x,y,t,yobserved
0.15873333902711648,0.8390160382628428,0.9134339965799425,yes
0.28825421403948737,0.15610031882916586,0.7958815057193318,yes
0.8768442465278157,0.3991192587419317,0.5812616319199707,no
0.23762187405755308,0.8310448639717852,0.33613604082608606,yes
0.8136254633469365,0.7230237674401482,0.8848673977894196,yes
0.26305003366944113,0.5265271252963636,0.9154464446072795,yes
0.5456554904680041,0.5324506958603253,0.2964115495801868,no
0.3961987598605038,0.6043121248105159,0.6217455824321318,yes
0.4791353361838169,0.17124361254812995,0.5749597235602659,yes
0.49090659748508964,0.8779017450472961,0.864893402499137,yes
0.7371834867104646,0.4483492386075581,0.5153594489256483,no
